"Sensor","Date_Time","Date","Time","Count"
"Lygon St (East)",2020-07-05 10:00:00,2020-07-05,10,59
"Alfred Place",2020-07-05 10:00:00,2020-07-05,10,NA
"Lonsdale St-Spring St (West)",2020-07-05 10:00:00,2020-07-05,10,69
"Grattan St-Swanston St (West)",2020-07-05 10:00:00,2020-07-05,10,38
"Monash Rd-Swanston St (West)",2020-07-05 10:00:00,2020-07-05,10,37
"Tin Alley-Swanston St (West)",2020-07-05 10:00:00,2020-07-05,10,29
"Little Collins St-Swanston St (East)",2020-07-05 10:00:00,2020-07-05,10,158
"Flinders La-Swanston St (West)",2020-07-05 10:00:00,2020-07-05,10,492
"Pelham St (South)",2020-07-05 10:00:00,2020-07-05,10,36
"Melbourne Central-Elizabeth St (East)",2020-07-05 10:00:00,2020-07-05,10,379
"QVM-Queen St (East)",2020-07-05 10:00:00,2020-07-05,10,206
"QVM-Therry St (South)",2020-07-05 10:00:00,2020-07-05,10,179
"Faraday St-Lygon St (West)",2020-07-05 10:00:00,2020-07-05,10,221
"QVM-Franklin St (North)",2020-07-05 10:00:00,2020-07-05,10,106
"Elizabeth St-Lonsdale St (South)",2020-07-05 10:00:00,2020-07-05,10,95
"Lincoln-Swanston (W)",2020-07-05 10:00:00,2020-07-05,10,NA
"Elizabeth St-La Trobe St (East)",2020-07-05 10:00:00,2020-07-05,10,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 10:00:00,2020-07-05,10,128
"Bourke St Bridge",2020-07-05 10:00:00,2020-07-05,10,64
"Bourke St - Spencer St (North)",2020-07-05 10:00:00,2020-07-05,10,171
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 10:00:00,2020-07-05,10,38
"Flinders La-Swanston St (West) Temporary",2020-07-05 10:00:00,2020-07-05,10,NA
"RMIT Building 14",2020-07-05 10:00:00,2020-07-05,10,106
"380 Elizabeth St",2020-07-05 10:00:00,2020-07-05,10,429
"La Trobe St (North)",2020-07-05 10:00:00,2020-07-05,10,NA
"231 Bourke St",2020-07-05 10:00:00,2020-07-05,10,162
"Royal Pde - Grattan St",2020-07-05 10:00:00,2020-07-05,10,55
"Bourke Street Mall (North)",2020-07-05 11:00:00,2020-07-05,11,757
"Bourke Street Mall (South)",2020-07-05 11:00:00,2020-07-05,11,526
"Melbourne Central",2020-07-05 11:00:00,2020-07-05,11,438
"Town Hall (West)",2020-07-05 11:00:00,2020-07-05,11,654
"Princes Bridge",2020-07-05 11:00:00,2020-07-05,11,525
"Flinders Street Station Underpass",2020-07-05 11:00:00,2020-07-05,11,418
"Birrarung Marr",2020-07-05 11:00:00,2020-07-05,11,214
"Webb Bridge",2020-07-05 11:00:00,2020-07-05,11,212
"Southern Cross Station",2020-07-05 11:00:00,2020-07-05,11,47
"Victoria Point",2020-07-05 11:00:00,2020-07-05,11,29
"Waterfront City",2020-07-05 11:00:00,2020-07-05,11,32
"New Quay",2020-07-05 11:00:00,2020-07-05,11,136
"Flagstaff Station",2020-07-05 11:00:00,2020-07-05,11,NA
"Sandridge Bridge",2020-07-05 11:00:00,2020-07-05,11,435
"State Library",2020-07-05 11:00:00,2020-07-05,11,NA
"Collins St (North)",2020-07-05 11:00:00,2020-07-05,11,307
"Collins Place (South)",2020-07-05 11:00:00,2020-07-05,11,106
"Collins Place (North)",2020-07-05 11:00:00,2020-07-05,11,39
"Chinatown-Swanston St (North)",2020-07-05 11:00:00,2020-07-05,11,186
"Chinatown-Lt Bourke St (South)",2020-07-05 11:00:00,2020-07-05,11,136
"Bourke St-Russell St (West)",2020-07-05 11:00:00,2020-07-05,11,NA
"Flinders St-Elizabeth St (East)",2020-07-05 11:00:00,2020-07-05,11,787
"Spencer St-Collins St (South)",2020-07-05 11:00:00,2020-07-05,11,78
"Spencer St-Collins St (North)",2020-07-05 11:00:00,2020-07-05,11,270
"Melbourne Convention Exhibition Centre",2020-07-05 11:00:00,2020-07-05,11,639
"QV Market-Elizabeth St (West)",2020-07-05 11:00:00,2020-07-05,11,647
"QV Market-Peel St",2020-07-05 11:00:00,2020-07-05,11,185
"The Arts Centre",2020-07-05 11:00:00,2020-07-05,11,346
"St Kilda Rd-Alexandra Gardens",2020-07-05 11:00:00,2020-07-05,11,154
"Lonsdale St (South)",2020-07-05 11:00:00,2020-07-05,11,191
"Lygon St (West)",2020-07-05 11:00:00,2020-07-05,11,135
"City Square",2020-07-05 11:00:00,2020-07-05,11,NA
"Flinders St-Spring St (West)",2020-07-05 11:00:00,2020-07-05,11,NA
"Flinders St-Spark La",2020-07-05 11:00:00,2020-07-05,11,43
"Southbank",2020-07-05 11:00:00,2020-07-05,11,NA
"Queen St (West)",2020-07-05 11:00:00,2020-07-05,11,56
"Lygon St (East)",2020-07-05 11:00:00,2020-07-05,11,90
"Alfred Place",2020-07-05 11:00:00,2020-07-05,11,NA
"Lonsdale St-Spring St (West)",2020-07-05 11:00:00,2020-07-05,11,75
"Grattan St-Swanston St (West)",2020-07-05 11:00:00,2020-07-05,11,57
"Monash Rd-Swanston St (West)",2020-07-05 11:00:00,2020-07-05,11,35
"Tin Alley-Swanston St (West)",2020-07-05 11:00:00,2020-07-05,11,25
"Little Collins St-Swanston St (East)",2020-07-05 11:00:00,2020-07-05,11,260
"Flinders La-Swanston St (West)",2020-07-05 11:00:00,2020-07-05,11,768
"Pelham St (South)",2020-07-05 11:00:00,2020-07-05,11,17
"Melbourne Central-Elizabeth St (East)",2020-07-05 11:00:00,2020-07-05,11,469
"QVM-Queen St (East)",2020-07-05 11:00:00,2020-07-05,11,275
"QVM-Therry St (South)",2020-07-05 11:00:00,2020-07-05,11,225
"Faraday St-Lygon St (West)",2020-07-05 11:00:00,2020-07-05,11,297
"QVM-Franklin St (North)",2020-07-05 11:00:00,2020-07-05,11,121
"Elizabeth St-Lonsdale St (South)",2020-07-05 11:00:00,2020-07-05,11,164
"Lincoln-Swanston (W)",2020-07-05 11:00:00,2020-07-05,11,NA
"Elizabeth St-La Trobe St (East)",2020-07-05 11:00:00,2020-07-05,11,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 11:00:00,2020-07-05,11,168
"Bourke St Bridge",2020-07-05 11:00:00,2020-07-05,11,95
"Bourke St - Spencer St (North)",2020-07-05 11:00:00,2020-07-05,11,188
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 11:00:00,2020-07-05,11,53
"Flinders La-Swanston St (West) Temporary",2020-07-05 11:00:00,2020-07-05,11,NA
"RMIT Building 14",2020-07-05 11:00:00,2020-07-05,11,170
"380 Elizabeth St",2020-07-05 11:00:00,2020-07-05,11,646
"La Trobe St (North)",2020-07-05 11:00:00,2020-07-05,11,NA
"231 Bourke St",2020-07-05 11:00:00,2020-07-05,11,237
"Royal Pde - Grattan St",2020-07-05 11:00:00,2020-07-05,11,46
"Bourke Street Mall (North)",2020-07-05 12:00:00,2020-07-05,12,992
"Bourke Street Mall (South)",2020-07-05 12:00:00,2020-07-05,12,580
"Melbourne Central",2020-07-05 12:00:00,2020-07-05,12,637
"Town Hall (West)",2020-07-05 12:00:00,2020-07-05,12,813
"Princes Bridge",2020-07-05 12:00:00,2020-07-05,12,625
"Flinders Street Station Underpass",2020-07-05 12:00:00,2020-07-05,12,409
"Birrarung Marr",2020-07-05 12:00:00,2020-07-05,12,180
"Webb Bridge",2020-07-05 12:00:00,2020-07-05,12,178
"Southern Cross Station",2020-07-05 12:00:00,2020-07-05,12,50
"Victoria Point",2020-07-05 12:00:00,2020-07-05,12,41
"Waterfront City",2020-07-05 12:00:00,2020-07-05,12,52
"New Quay",2020-07-05 12:00:00,2020-07-05,12,194
"Flagstaff Station",2020-07-05 12:00:00,2020-07-05,12,NA
"Sandridge Bridge",2020-07-05 12:00:00,2020-07-05,12,435
"State Library",2020-07-05 12:00:00,2020-07-05,12,NA
"Collins St (North)",2020-07-05 12:00:00,2020-07-05,12,345
"Collins Place (South)",2020-07-05 12:00:00,2020-07-05,12,123
"Collins Place (North)",2020-07-05 12:00:00,2020-07-05,12,47
"Chinatown-Swanston St (North)",2020-07-05 12:00:00,2020-07-05,12,348
"Chinatown-Lt Bourke St (South)",2020-07-05 12:00:00,2020-07-05,12,225
"Bourke St-Russell St (West)",2020-07-05 12:00:00,2020-07-05,12,NA
"Flinders St-Elizabeth St (East)",2020-07-05 12:00:00,2020-07-05,12,939
"Spencer St-Collins St (South)",2020-07-05 12:00:00,2020-07-05,12,99
"Spencer St-Collins St (North)",2020-07-05 12:00:00,2020-07-05,12,327
"Melbourne Convention Exhibition Centre",2020-07-05 12:00:00,2020-07-05,12,634
"QV Market-Elizabeth St (West)",2020-07-05 12:00:00,2020-07-05,12,736
"QV Market-Peel St",2020-07-05 12:00:00,2020-07-05,12,184
"The Arts Centre",2020-07-05 12:00:00,2020-07-05,12,432
"St Kilda Rd-Alexandra Gardens",2020-07-05 12:00:00,2020-07-05,12,163
"Lonsdale St (South)",2020-07-05 12:00:00,2020-07-05,12,288
"Lygon St (West)",2020-07-05 12:00:00,2020-07-05,12,158
"City Square",2020-07-05 12:00:00,2020-07-05,12,NA
"Flinders St-Spring St (West)",2020-07-05 12:00:00,2020-07-05,12,NA
"Flinders St-Spark La",2020-07-05 12:00:00,2020-07-05,12,35
"Southbank",2020-07-05 12:00:00,2020-07-05,12,NA
"Queen St (West)",2020-07-05 12:00:00,2020-07-05,12,67
"Lygon St (East)",2020-07-05 12:00:00,2020-07-05,12,101
"Alfred Place",2020-07-05 12:00:00,2020-07-05,12,NA
"Lonsdale St-Spring St (West)",2020-07-05 12:00:00,2020-07-05,12,96
"Grattan St-Swanston St (West)",2020-07-05 12:00:00,2020-07-05,12,39
"Monash Rd-Swanston St (West)",2020-07-05 12:00:00,2020-07-05,12,36
"Tin Alley-Swanston St (West)",2020-07-05 12:00:00,2020-07-05,12,25
"Little Collins St-Swanston St (East)",2020-07-05 12:00:00,2020-07-05,12,342
"Flinders La-Swanston St (West)",2020-07-05 12:00:00,2020-07-05,12,916
"Pelham St (South)",2020-07-05 12:00:00,2020-07-05,12,34
"Melbourne Central-Elizabeth St (East)",2020-07-05 12:00:00,2020-07-05,12,618
"QVM-Queen St (East)",2020-07-05 12:00:00,2020-07-05,12,287
"QVM-Therry St (South)",2020-07-05 12:00:00,2020-07-05,12,271
"Faraday St-Lygon St (West)",2020-07-05 12:00:00,2020-07-05,12,345
"QVM-Franklin St (North)",2020-07-05 12:00:00,2020-07-05,12,219
"Elizabeth St-Lonsdale St (South)",2020-07-05 12:00:00,2020-07-05,12,204
"Lincoln-Swanston (W)",2020-07-05 12:00:00,2020-07-05,12,NA
"Elizabeth St-La Trobe St (East)",2020-07-05 12:00:00,2020-07-05,12,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 12:00:00,2020-07-05,12,213
"Bourke St Bridge",2020-07-05 12:00:00,2020-07-05,12,96
"Bourke St - Spencer St (North)",2020-07-05 12:00:00,2020-07-05,12,224
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 12:00:00,2020-07-05,12,62
"Flinders La-Swanston St (West) Temporary",2020-07-05 12:00:00,2020-07-05,12,NA
"RMIT Building 14",2020-07-05 12:00:00,2020-07-05,12,219
"380 Elizabeth St",2020-07-05 12:00:00,2020-07-05,12,766
"La Trobe St (North)",2020-07-05 12:00:00,2020-07-05,12,NA
"231 Bourke St",2020-07-05 12:00:00,2020-07-05,12,272
"Royal Pde - Grattan St",2020-07-05 12:00:00,2020-07-05,12,59
"Bourke Street Mall (North)",2020-07-05 13:00:00,2020-07-05,13,1312
"Bourke Street Mall (South)",2020-07-05 13:00:00,2020-07-05,13,838
"Melbourne Central",2020-07-05 13:00:00,2020-07-05,13,824
"Town Hall (West)",2020-07-05 13:00:00,2020-07-05,13,954
"Princes Bridge",2020-07-05 13:00:00,2020-07-05,13,738
"Flinders Street Station Underpass",2020-07-05 13:00:00,2020-07-05,13,424
"Birrarung Marr",2020-07-05 13:00:00,2020-07-05,13,157
"Webb Bridge",2020-07-05 13:00:00,2020-07-05,13,206
"Southern Cross Station",2020-07-05 13:00:00,2020-07-05,13,61
"Victoria Point",2020-07-05 13:00:00,2020-07-05,13,35
"Waterfront City",2020-07-05 13:00:00,2020-07-05,13,52
"New Quay",2020-07-05 13:00:00,2020-07-05,13,197
"Flagstaff Station",2020-07-05 13:00:00,2020-07-05,13,NA
"Sandridge Bridge",2020-07-05 13:00:00,2020-07-05,13,451
"State Library",2020-07-05 13:00:00,2020-07-05,13,NA
"Collins St (North)",2020-07-05 13:00:00,2020-07-05,13,408
"Collins Place (South)",2020-07-05 13:00:00,2020-07-05,13,144
"Collins Place (North)",2020-07-05 13:00:00,2020-07-05,13,33
"Chinatown-Swanston St (North)",2020-07-05 13:00:00,2020-07-05,13,446
"Chinatown-Lt Bourke St (South)",2020-07-05 13:00:00,2020-07-05,13,228
"Bourke St-Russell St (West)",2020-07-05 13:00:00,2020-07-05,13,NA
"Flinders St-Elizabeth St (East)",2020-07-05 13:00:00,2020-07-05,13,1062
"Spencer St-Collins St (South)",2020-07-05 13:00:00,2020-07-05,13,112
"Spencer St-Collins St (North)",2020-07-05 13:00:00,2020-07-05,13,367
"Melbourne Convention Exhibition Centre",2020-07-05 13:00:00,2020-07-05,13,703
"QV Market-Elizabeth St (West)",2020-07-05 13:00:00,2020-07-05,13,896
"QV Market-Peel St",2020-07-05 13:00:00,2020-07-05,13,216
"The Arts Centre",2020-07-05 13:00:00,2020-07-05,13,468
"St Kilda Rd-Alexandra Gardens",2020-07-05 13:00:00,2020-07-05,13,192
"Lonsdale St (South)",2020-07-05 13:00:00,2020-07-05,13,318
"Lygon St (West)",2020-07-05 13:00:00,2020-07-05,13,193
"City Square",2020-07-05 13:00:00,2020-07-05,13,NA
"Flinders St-Spring St (West)",2020-07-05 13:00:00,2020-07-05,13,NA
"Flinders St-Spark La",2020-07-05 13:00:00,2020-07-05,13,45
"Southbank",2020-07-05 13:00:00,2020-07-05,13,NA
"Queen St (West)",2020-07-05 13:00:00,2020-07-05,13,76
"Lygon St (East)",2020-07-05 13:00:00,2020-07-05,13,114
"Alfred Place",2020-07-05 13:00:00,2020-07-05,13,NA
"Lonsdale St-Spring St (West)",2020-07-05 13:00:00,2020-07-05,13,91
"Grattan St-Swanston St (West)",2020-07-05 13:00:00,2020-07-05,13,46
"Monash Rd-Swanston St (West)",2020-07-05 13:00:00,2020-07-05,13,38
"Tin Alley-Swanston St (West)",2020-07-05 13:00:00,2020-07-05,13,29
"Little Collins St-Swanston St (East)",2020-07-05 13:00:00,2020-07-05,13,395
"Flinders La-Swanston St (West)",2020-07-05 13:00:00,2020-07-05,13,1124
"Pelham St (South)",2020-07-05 13:00:00,2020-07-05,13,27
"Melbourne Central-Elizabeth St (East)",2020-07-05 13:00:00,2020-07-05,13,755
"QVM-Queen St (East)",2020-07-05 13:00:00,2020-07-05,13,334
"QVM-Therry St (South)",2020-07-05 13:00:00,2020-07-05,13,289
"Faraday St-Lygon St (West)",2020-07-05 13:00:00,2020-07-05,13,354
"QVM-Franklin St (North)",2020-07-05 13:00:00,2020-07-05,13,232
"Elizabeth St-Lonsdale St (South)",2020-07-05 13:00:00,2020-07-05,13,249
"Lincoln-Swanston (W)",2020-07-05 13:00:00,2020-07-05,13,1
"Elizabeth St-La Trobe St (East)",2020-07-05 13:00:00,2020-07-05,13,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 13:00:00,2020-07-05,13,288
"Bourke St Bridge",2020-07-05 13:00:00,2020-07-05,13,72
"Bourke St - Spencer St (North)",2020-07-05 13:00:00,2020-07-05,13,288
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 13:00:00,2020-07-05,13,83
"Flinders La-Swanston St (West) Temporary",2020-07-05 13:00:00,2020-07-05,13,NA
"RMIT Building 14",2020-07-05 13:00:00,2020-07-05,13,265
"380 Elizabeth St",2020-07-05 13:00:00,2020-07-05,13,991
"La Trobe St (North)",2020-07-05 13:00:00,2020-07-05,13,NA
"231 Bourke St",2020-07-05 13:00:00,2020-07-05,13,286
"Royal Pde - Grattan St",2020-07-05 13:00:00,2020-07-05,13,69
"Bourke Street Mall (North)",2020-07-05 14:00:00,2020-07-05,14,1532
"Bourke Street Mall (South)",2020-07-05 14:00:00,2020-07-05,14,826
"Melbourne Central",2020-07-05 14:00:00,2020-07-05,14,957
"Town Hall (West)",2020-07-05 14:00:00,2020-07-05,14,1057
"Princes Bridge",2020-07-05 14:00:00,2020-07-05,14,713
"Flinders Street Station Underpass",2020-07-05 14:00:00,2020-07-05,14,435
"Birrarung Marr",2020-07-05 14:00:00,2020-07-05,14,175
"Webb Bridge",2020-07-05 14:00:00,2020-07-05,14,240
"Southern Cross Station",2020-07-05 14:00:00,2020-07-05,14,121
"Victoria Point",2020-07-05 14:00:00,2020-07-05,14,55
"Waterfront City",2020-07-05 14:00:00,2020-07-05,14,77
"New Quay",2020-07-05 14:00:00,2020-07-05,14,291
"Flagstaff Station",2020-07-05 14:00:00,2020-07-05,14,NA
"Sandridge Bridge",2020-07-05 14:00:00,2020-07-05,14,466
"State Library",2020-07-05 14:00:00,2020-07-05,14,NA
"Collins St (North)",2020-07-05 14:00:00,2020-07-05,14,456
"Collins Place (South)",2020-07-05 14:00:00,2020-07-05,14,121
"Collins Place (North)",2020-07-05 14:00:00,2020-07-05,14,78
"Chinatown-Swanston St (North)",2020-07-05 14:00:00,2020-07-05,14,483
"Chinatown-Lt Bourke St (South)",2020-07-05 14:00:00,2020-07-05,14,236
"Bourke St-Russell St (West)",2020-07-05 14:00:00,2020-07-05,14,NA
"Flinders St-Elizabeth St (East)",2020-07-05 14:00:00,2020-07-05,14,1127
"Spencer St-Collins St (South)",2020-07-05 14:00:00,2020-07-05,14,106
"Spencer St-Collins St (North)",2020-07-05 14:00:00,2020-07-05,14,340
"Melbourne Convention Exhibition Centre",2020-07-05 14:00:00,2020-07-05,14,866
"QV Market-Elizabeth St (West)",2020-07-05 14:00:00,2020-07-05,14,892
"QV Market-Peel St",2020-07-05 14:00:00,2020-07-05,14,212
"The Arts Centre",2020-07-05 14:00:00,2020-07-05,14,453
"St Kilda Rd-Alexandra Gardens",2020-07-05 14:00:00,2020-07-05,14,199
"Lonsdale St (South)",2020-07-05 14:00:00,2020-07-05,14,406
"Lygon St (West)",2020-07-05 14:00:00,2020-07-05,14,216
"City Square",2020-07-05 14:00:00,2020-07-05,14,NA
"Flinders St-Spring St (West)",2020-07-05 14:00:00,2020-07-05,14,NA
"Flinders St-Spark La",2020-07-05 14:00:00,2020-07-05,14,67
"Southbank",2020-07-05 14:00:00,2020-07-05,14,NA
"Queen St (West)",2020-07-05 14:00:00,2020-07-05,14,76
"Lygon St (East)",2020-07-05 14:00:00,2020-07-05,14,109
"Alfred Place",2020-07-05 14:00:00,2020-07-05,14,NA
"Lonsdale St-Spring St (West)",2020-07-05 14:00:00,2020-07-05,14,120
"Grattan St-Swanston St (West)",2020-07-05 14:00:00,2020-07-05,14,66
"Monash Rd-Swanston St (West)",2020-07-05 14:00:00,2020-07-05,14,40
"Tin Alley-Swanston St (West)",2020-07-05 14:00:00,2020-07-05,14,24
"Little Collins St-Swanston St (East)",2020-07-05 14:00:00,2020-07-05,14,503
"Flinders La-Swanston St (West)",2020-07-05 14:00:00,2020-07-05,14,1077
"Pelham St (South)",2020-07-05 14:00:00,2020-07-05,14,40
"Melbourne Central-Elizabeth St (East)",2020-07-05 14:00:00,2020-07-05,14,867
"QVM-Queen St (East)",2020-07-05 14:00:00,2020-07-05,14,382
"QVM-Therry St (South)",2020-07-05 14:00:00,2020-07-05,14,265
"Faraday St-Lygon St (West)",2020-07-05 14:00:00,2020-07-05,14,399
"QVM-Franklin St (North)",2020-07-05 14:00:00,2020-07-05,14,197
"Elizabeth St-Lonsdale St (South)",2020-07-05 14:00:00,2020-07-05,14,309
"Lincoln-Swanston (W)",2020-07-05 14:00:00,2020-07-05,14,1
"Elizabeth St-La Trobe St (East)",2020-07-05 14:00:00,2020-07-05,14,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 14:00:00,2020-07-05,14,270
"Bourke St Bridge",2020-07-05 14:00:00,2020-07-05,14,94
"Bourke St - Spencer St (North)",2020-07-05 14:00:00,2020-07-05,14,281
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 14:00:00,2020-07-05,14,107
"Flinders La-Swanston St (West) Temporary",2020-07-05 14:00:00,2020-07-05,14,NA
"RMIT Building 14",2020-07-05 14:00:00,2020-07-05,14,260
"380 Elizabeth St",2020-07-05 14:00:00,2020-07-05,14,1070
"La Trobe St (North)",2020-07-05 14:00:00,2020-07-05,14,NA
"231 Bourke St",2020-07-05 14:00:00,2020-07-05,14,312
"Royal Pde - Grattan St",2020-07-05 14:00:00,2020-07-05,14,42
"Bourke Street Mall (North)",2020-07-05 15:00:00,2020-07-05,15,1535
"Bourke Street Mall (South)",2020-07-05 15:00:00,2020-07-05,15,899
"Melbourne Central",2020-07-05 15:00:00,2020-07-05,15,1017
"Town Hall (West)",2020-07-05 15:00:00,2020-07-05,15,1038
"Princes Bridge",2020-07-05 15:00:00,2020-07-05,15,769
"Flinders Street Station Underpass",2020-07-05 15:00:00,2020-07-05,15,445
"Birrarung Marr",2020-07-05 15:00:00,2020-07-05,15,208
"Webb Bridge",2020-07-05 15:00:00,2020-07-05,15,254
"Southern Cross Station",2020-07-05 15:00:00,2020-07-05,15,69
"Victoria Point",2020-07-05 15:00:00,2020-07-05,15,34
"Waterfront City",2020-07-05 15:00:00,2020-07-05,15,75
"New Quay",2020-07-05 15:00:00,2020-07-05,15,225
"Flagstaff Station",2020-07-05 15:00:00,2020-07-05,15,NA
"Sandridge Bridge",2020-07-05 15:00:00,2020-07-05,15,509
"State Library",2020-07-05 15:00:00,2020-07-05,15,NA
"Collins St (North)",2020-07-05 15:00:00,2020-07-05,15,412
"Collins Place (South)",2020-07-05 15:00:00,2020-07-05,15,130
"Collins Place (North)",2020-07-05 15:00:00,2020-07-05,15,52
"Chinatown-Swanston St (North)",2020-07-05 15:00:00,2020-07-05,15,444
"Chinatown-Lt Bourke St (South)",2020-07-05 15:00:00,2020-07-05,15,215
"Bourke St-Russell St (West)",2020-07-05 15:00:00,2020-07-05,15,NA
"Flinders St-Elizabeth St (East)",2020-07-05 15:00:00,2020-07-05,15,1225
"Spencer St-Collins St (South)",2020-07-05 15:00:00,2020-07-05,15,109
"Spencer St-Collins St (North)",2020-07-05 15:00:00,2020-07-05,15,387
"Melbourne Convention Exhibition Centre",2020-07-05 15:00:00,2020-07-05,15,871
"QV Market-Elizabeth St (West)",2020-07-05 15:00:00,2020-07-05,15,685
"QV Market-Peel St",2020-07-05 15:00:00,2020-07-05,15,171
"The Arts Centre",2020-07-05 15:00:00,2020-07-05,15,448
"St Kilda Rd-Alexandra Gardens",2020-07-05 15:00:00,2020-07-05,15,205
"Lonsdale St (South)",2020-07-05 15:00:00,2020-07-05,15,391
"Lygon St (West)",2020-07-05 15:00:00,2020-07-05,15,168
"City Square",2020-07-05 15:00:00,2020-07-05,15,NA
"Flinders St-Spring St (West)",2020-07-05 15:00:00,2020-07-05,15,NA
"Flinders St-Spark La",2020-07-05 15:00:00,2020-07-05,15,43
"Southbank",2020-07-05 15:00:00,2020-07-05,15,NA
"Queen St (West)",2020-07-05 15:00:00,2020-07-05,15,68
"Lygon St (East)",2020-07-05 15:00:00,2020-07-05,15,121
"Alfred Place",2020-07-05 15:00:00,2020-07-05,15,NA
"Lonsdale St-Spring St (West)",2020-07-05 15:00:00,2020-07-05,15,89
"Grattan St-Swanston St (West)",2020-07-05 15:00:00,2020-07-05,15,61
"Monash Rd-Swanston St (West)",2020-07-05 15:00:00,2020-07-05,15,45
"Tin Alley-Swanston St (West)",2020-07-05 15:00:00,2020-07-05,15,42
"Little Collins St-Swanston St (East)",2020-07-05 15:00:00,2020-07-05,15,509
"Flinders La-Swanston St (West)",2020-07-05 15:00:00,2020-07-05,15,1121
"Pelham St (South)",2020-07-05 15:00:00,2020-07-05,15,43
"Melbourne Central-Elizabeth St (East)",2020-07-05 15:00:00,2020-07-05,15,924
"QVM-Queen St (East)",2020-07-05 15:00:00,2020-07-05,15,343
"QVM-Therry St (South)",2020-07-05 15:00:00,2020-07-05,15,218
"Faraday St-Lygon St (West)",2020-07-05 15:00:00,2020-07-05,15,306
"QVM-Franklin St (North)",2020-07-05 15:00:00,2020-07-05,15,171
"Elizabeth St-Lonsdale St (South)",2020-07-05 15:00:00,2020-07-05,15,317
"Lincoln-Swanston (W)",2020-07-05 15:00:00,2020-07-05,15,NA
"Elizabeth St-La Trobe St (East)",2020-07-05 15:00:00,2020-07-05,15,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 15:00:00,2020-07-05,15,248
"Bourke St Bridge",2020-07-05 15:00:00,2020-07-05,15,71
"Bourke St - Spencer St (North)",2020-07-05 15:00:00,2020-07-05,15,286
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 15:00:00,2020-07-05,15,122
"Flinders La-Swanston St (West) Temporary",2020-07-05 15:00:00,2020-07-05,15,NA
"RMIT Building 14",2020-07-05 15:00:00,2020-07-05,15,297
"380 Elizabeth St",2020-07-05 15:00:00,2020-07-05,15,1124
"La Trobe St (North)",2020-07-05 15:00:00,2020-07-05,15,NA
"231 Bourke St",2020-07-05 15:00:00,2020-07-05,15,296
"Royal Pde - Grattan St",2020-07-05 15:00:00,2020-07-05,15,79
"Bourke Street Mall (North)",2020-07-05 16:00:00,2020-07-05,16,1561
"Bourke Street Mall (South)",2020-07-05 16:00:00,2020-07-05,16,720
"Melbourne Central",2020-07-05 16:00:00,2020-07-05,16,953
"Town Hall (West)",2020-07-05 16:00:00,2020-07-05,16,941
"Princes Bridge",2020-07-05 16:00:00,2020-07-05,16,751
