"Sensor","Date_Time","Date","Time","Count"
"Grattan St-Swanston St (West)",2020-07-05 04:00:00,2020-07-05,4,3
"Monash Rd-Swanston St (West)",2020-07-05 04:00:00,2020-07-05,4,2
"Tin Alley-Swanston St (West)",2020-07-05 04:00:00,2020-07-05,4,NA
"Little Collins St-Swanston St (East)",2020-07-05 04:00:00,2020-07-05,4,16
"Flinders La-Swanston St (West)",2020-07-05 04:00:00,2020-07-05,4,30
"Pelham St (South)",2020-07-05 04:00:00,2020-07-05,4,NA
"Melbourne Central-Elizabeth St (East)",2020-07-05 04:00:00,2020-07-05,4,22
"QVM-Queen St (East)",2020-07-05 04:00:00,2020-07-05,4,7
"QVM-Therry St (South)",2020-07-05 04:00:00,2020-07-05,4,30
"Faraday St-Lygon St (West)",2020-07-05 04:00:00,2020-07-05,4,9
"QVM-Franklin St (North)",2020-07-05 04:00:00,2020-07-05,4,1
"Elizabeth St-Lonsdale St (South)",2020-07-05 04:00:00,2020-07-05,4,3
"Lincoln-Swanston (W)",2020-07-05 04:00:00,2020-07-05,4,NA
"Elizabeth St-La Trobe St (East)",2020-07-05 04:00:00,2020-07-05,4,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 04:00:00,2020-07-05,4,6
"Bourke St Bridge",2020-07-05 04:00:00,2020-07-05,4,3
"Bourke St - Spencer St (North)",2020-07-05 04:00:00,2020-07-05,4,11
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 04:00:00,2020-07-05,4,NA
"Flinders La-Swanston St (West) Temporary",2020-07-05 04:00:00,2020-07-05,4,NA
"RMIT Building 14",2020-07-05 04:00:00,2020-07-05,4,4
"380 Elizabeth St",2020-07-05 04:00:00,2020-07-05,4,54
"La Trobe St (North)",2020-07-05 04:00:00,2020-07-05,4,NA
"231 Bourke St",2020-07-05 04:00:00,2020-07-05,4,5
"Royal Pde - Grattan St",2020-07-05 04:00:00,2020-07-05,4,1
"Bourke Street Mall (North)",2020-07-05 05:00:00,2020-07-05,5,5
"Bourke Street Mall (South)",2020-07-05 05:00:00,2020-07-05,5,10
"Melbourne Central",2020-07-05 05:00:00,2020-07-05,5,35
"Town Hall (West)",2020-07-05 05:00:00,2020-07-05,5,46
"Princes Bridge",2020-07-05 05:00:00,2020-07-05,5,48
"Flinders Street Station Underpass",2020-07-05 05:00:00,2020-07-05,5,32
"Birrarung Marr",2020-07-05 05:00:00,2020-07-05,5,5
"Webb Bridge",2020-07-05 05:00:00,2020-07-05,5,1
"Southern Cross Station",2020-07-05 05:00:00,2020-07-05,5,3
"Victoria Point",2020-07-05 05:00:00,2020-07-05,5,3
"Waterfront City",2020-07-05 05:00:00,2020-07-05,5,1
"New Quay",2020-07-05 05:00:00,2020-07-05,5,3
"Flagstaff Station",2020-07-05 05:00:00,2020-07-05,5,NA
"Sandridge Bridge",2020-07-05 05:00:00,2020-07-05,5,46
"State Library",2020-07-05 05:00:00,2020-07-05,5,NA
"Collins St (North)",2020-07-05 05:00:00,2020-07-05,5,21
"Collins Place (South)",2020-07-05 05:00:00,2020-07-05,5,11
"Collins Place (North)",2020-07-05 05:00:00,2020-07-05,5,5
"Chinatown-Swanston St (North)",2020-07-05 05:00:00,2020-07-05,5,5
"Chinatown-Lt Bourke St (South)",2020-07-05 05:00:00,2020-07-05,5,8
"Bourke St-Russell St (West)",2020-07-05 05:00:00,2020-07-05,5,NA
"Flinders St-Elizabeth St (East)",2020-07-05 05:00:00,2020-07-05,5,96
"Spencer St-Collins St (South)",2020-07-05 05:00:00,2020-07-05,5,8
"Spencer St-Collins St (North)",2020-07-05 05:00:00,2020-07-05,5,27
"Melbourne Convention Exhibition Centre",2020-07-05 05:00:00,2020-07-05,5,8
"QV Market-Elizabeth St (West)",2020-07-05 05:00:00,2020-07-05,5,50
"QV Market-Peel St",2020-07-05 05:00:00,2020-07-05,5,3
"The Arts Centre",2020-07-05 05:00:00,2020-07-05,5,30
"St Kilda Rd-Alexandra Gardens",2020-07-05 05:00:00,2020-07-05,5,1
"Lonsdale St (South)",2020-07-05 05:00:00,2020-07-05,5,35
"Lygon St (West)",2020-07-05 05:00:00,2020-07-05,5,4
"City Square",2020-07-05 05:00:00,2020-07-05,5,NA
"Flinders St-Spring St (West)",2020-07-05 05:00:00,2020-07-05,5,NA
"Flinders St-Spark La",2020-07-05 05:00:00,2020-07-05,5,5
"Southbank",2020-07-05 05:00:00,2020-07-05,5,NA
"Queen St (West)",2020-07-05 05:00:00,2020-07-05,5,7
"Lygon St (East)",2020-07-05 05:00:00,2020-07-05,5,3
"Alfred Place",2020-07-05 05:00:00,2020-07-05,5,NA
"Lonsdale St-Spring St (West)",2020-07-05 05:00:00,2020-07-05,5,12
"Grattan St-Swanston St (West)",2020-07-05 05:00:00,2020-07-05,5,1
"Monash Rd-Swanston St (West)",2020-07-05 05:00:00,2020-07-05,5,1
"Tin Alley-Swanston St (West)",2020-07-05 05:00:00,2020-07-05,5,NA
"Little Collins St-Swanston St (East)",2020-07-05 05:00:00,2020-07-05,5,21
"Flinders La-Swanston St (West)",2020-07-05 05:00:00,2020-07-05,5,95
"Pelham St (South)",2020-07-05 05:00:00,2020-07-05,5,1
"Melbourne Central-Elizabeth St (East)",2020-07-05 05:00:00,2020-07-05,5,16
"QVM-Queen St (East)",2020-07-05 05:00:00,2020-07-05,5,6
"QVM-Therry St (South)",2020-07-05 05:00:00,2020-07-05,5,22
"Faraday St-Lygon St (West)",2020-07-05 05:00:00,2020-07-05,5,3
"QVM-Franklin St (North)",2020-07-05 05:00:00,2020-07-05,5,7
"Elizabeth St-Lonsdale St (South)",2020-07-05 05:00:00,2020-07-05,5,5
"Lincoln-Swanston (W)",2020-07-05 05:00:00,2020-07-05,5,NA
"Elizabeth St-La Trobe St (East)",2020-07-05 05:00:00,2020-07-05,5,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 05:00:00,2020-07-05,5,2
"Bourke St Bridge",2020-07-05 05:00:00,2020-07-05,5,1
"Bourke St - Spencer St (North)",2020-07-05 05:00:00,2020-07-05,5,26
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 05:00:00,2020-07-05,5,NA
"Flinders La-Swanston St (West) Temporary",2020-07-05 05:00:00,2020-07-05,5,NA
"RMIT Building 14",2020-07-05 05:00:00,2020-07-05,5,7
"380 Elizabeth St",2020-07-05 05:00:00,2020-07-05,5,26
"La Trobe St (North)",2020-07-05 05:00:00,2020-07-05,5,NA
"231 Bourke St",2020-07-05 05:00:00,2020-07-05,5,10
"Royal Pde - Grattan St",2020-07-05 05:00:00,2020-07-05,5,NA
"Bourke Street Mall (North)",2020-07-05 06:00:00,2020-07-05,6,13
"Bourke Street Mall (South)",2020-07-05 06:00:00,2020-07-05,6,9
"Melbourne Central",2020-07-05 06:00:00,2020-07-05,6,49
"Town Hall (West)",2020-07-05 06:00:00,2020-07-05,6,82
"Princes Bridge",2020-07-05 06:00:00,2020-07-05,6,50
"Flinders Street Station Underpass",2020-07-05 06:00:00,2020-07-05,6,52
"Birrarung Marr",2020-07-05 06:00:00,2020-07-05,6,7
"Webb Bridge",2020-07-05 06:00:00,2020-07-05,6,9
"Southern Cross Station",2020-07-05 06:00:00,2020-07-05,6,52
"Victoria Point",2020-07-05 06:00:00,2020-07-05,6,3
"Waterfront City",2020-07-05 06:00:00,2020-07-05,6,1
"New Quay",2020-07-05 06:00:00,2020-07-05,6,5
"Flagstaff Station",2020-07-05 06:00:00,2020-07-05,6,NA
"Sandridge Bridge",2020-07-05 06:00:00,2020-07-05,6,53
"State Library",2020-07-05 06:00:00,2020-07-05,6,NA
"Collins St (North)",2020-07-05 06:00:00,2020-07-05,6,31
"Collins Place (South)",2020-07-05 06:00:00,2020-07-05,6,18
"Collins Place (North)",2020-07-05 06:00:00,2020-07-05,6,8
"Chinatown-Swanston St (North)",2020-07-05 06:00:00,2020-07-05,6,10
"Chinatown-Lt Bourke St (South)",2020-07-05 06:00:00,2020-07-05,6,7
"Bourke St-Russell St (West)",2020-07-05 06:00:00,2020-07-05,6,NA
"Flinders St-Elizabeth St (East)",2020-07-05 06:00:00,2020-07-05,6,150
"Spencer St-Collins St (South)",2020-07-05 06:00:00,2020-07-05,6,16
"Spencer St-Collins St (North)",2020-07-05 06:00:00,2020-07-05,6,58
"Melbourne Convention Exhibition Centre",2020-07-05 06:00:00,2020-07-05,6,30
"QV Market-Elizabeth St (West)",2020-07-05 06:00:00,2020-07-05,6,54
"QV Market-Peel St",2020-07-05 06:00:00,2020-07-05,6,5
"The Arts Centre",2020-07-05 06:00:00,2020-07-05,6,34
"St Kilda Rd-Alexandra Gardens",2020-07-05 06:00:00,2020-07-05,6,5
"Lonsdale St (South)",2020-07-05 06:00:00,2020-07-05,6,24
"Lygon St (West)",2020-07-05 06:00:00,2020-07-05,6,12
"City Square",2020-07-05 06:00:00,2020-07-05,6,NA
"Flinders St-Spring St (West)",2020-07-05 06:00:00,2020-07-05,6,NA
"Flinders St-Spark La",2020-07-05 06:00:00,2020-07-05,6,13
"Southbank",2020-07-05 06:00:00,2020-07-05,6,NA
"Queen St (West)",2020-07-05 06:00:00,2020-07-05,6,9
"Lygon St (East)",2020-07-05 06:00:00,2020-07-05,6,4
"Alfred Place",2020-07-05 06:00:00,2020-07-05,6,NA
"Lonsdale St-Spring St (West)",2020-07-05 06:00:00,2020-07-05,6,2
"Grattan St-Swanston St (West)",2020-07-05 06:00:00,2020-07-05,6,3
"Monash Rd-Swanston St (West)",2020-07-05 06:00:00,2020-07-05,6,1
"Tin Alley-Swanston St (West)",2020-07-05 06:00:00,2020-07-05,6,1
"Little Collins St-Swanston St (East)",2020-07-05 06:00:00,2020-07-05,6,41
"Flinders La-Swanston St (West)",2020-07-05 06:00:00,2020-07-05,6,138
"Pelham St (South)",2020-07-05 06:00:00,2020-07-05,6,1
"Melbourne Central-Elizabeth St (East)",2020-07-05 06:00:00,2020-07-05,6,46
"QVM-Queen St (East)",2020-07-05 06:00:00,2020-07-05,6,9
"QVM-Therry St (South)",2020-07-05 06:00:00,2020-07-05,6,24
"Faraday St-Lygon St (West)",2020-07-05 06:00:00,2020-07-05,6,3
"QVM-Franklin St (North)",2020-07-05 06:00:00,2020-07-05,6,6
"Elizabeth St-Lonsdale St (South)",2020-07-05 06:00:00,2020-07-05,6,8
"Lincoln-Swanston (W)",2020-07-05 06:00:00,2020-07-05,6,NA
"Elizabeth St-La Trobe St (East)",2020-07-05 06:00:00,2020-07-05,6,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 06:00:00,2020-07-05,6,30
"Bourke St Bridge",2020-07-05 06:00:00,2020-07-05,6,8
"Bourke St - Spencer St (North)",2020-07-05 06:00:00,2020-07-05,6,34
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 06:00:00,2020-07-05,6,NA
"Flinders La-Swanston St (West) Temporary",2020-07-05 06:00:00,2020-07-05,6,NA
"RMIT Building 14",2020-07-05 06:00:00,2020-07-05,6,20
"380 Elizabeth St",2020-07-05 06:00:00,2020-07-05,6,61
"La Trobe St (North)",2020-07-05 06:00:00,2020-07-05,6,NA
"231 Bourke St",2020-07-05 06:00:00,2020-07-05,6,18
"Royal Pde - Grattan St",2020-07-05 06:00:00,2020-07-05,6,10
"Bourke Street Mall (North)",2020-07-05 07:00:00,2020-07-05,7,45
"Bourke Street Mall (South)",2020-07-05 07:00:00,2020-07-05,7,16
"Melbourne Central",2020-07-05 07:00:00,2020-07-05,7,92
"Town Hall (West)",2020-07-05 07:00:00,2020-07-05,7,71
"Princes Bridge",2020-07-05 07:00:00,2020-07-05,7,60
"Flinders Street Station Underpass",2020-07-05 07:00:00,2020-07-05,7,59
"Birrarung Marr",2020-07-05 07:00:00,2020-07-05,7,28
"Webb Bridge",2020-07-05 07:00:00,2020-07-05,7,35
"Southern Cross Station",2020-07-05 07:00:00,2020-07-05,7,32
"Victoria Point",2020-07-05 07:00:00,2020-07-05,7,6
"Waterfront City",2020-07-05 07:00:00,2020-07-05,7,5
"New Quay",2020-07-05 07:00:00,2020-07-05,7,23
"Flagstaff Station",2020-07-05 07:00:00,2020-07-05,7,NA
"Sandridge Bridge",2020-07-05 07:00:00,2020-07-05,7,62
"State Library",2020-07-05 07:00:00,2020-07-05,7,NA
"Collins St (North)",2020-07-05 07:00:00,2020-07-05,7,27
"Collins Place (South)",2020-07-05 07:00:00,2020-07-05,7,33
"Collins Place (North)",2020-07-05 07:00:00,2020-07-05,7,11
"Chinatown-Swanston St (North)",2020-07-05 07:00:00,2020-07-05,7,18
"Chinatown-Lt Bourke St (South)",2020-07-05 07:00:00,2020-07-05,7,10
"Bourke St-Russell St (West)",2020-07-05 07:00:00,2020-07-05,7,NA
"Flinders St-Elizabeth St (East)",2020-07-05 07:00:00,2020-07-05,7,162
"Spencer St-Collins St (South)",2020-07-05 07:00:00,2020-07-05,7,27
"Spencer St-Collins St (North)",2020-07-05 07:00:00,2020-07-05,7,131
"Melbourne Convention Exhibition Centre",2020-07-05 07:00:00,2020-07-05,7,95
"QV Market-Elizabeth St (West)",2020-07-05 07:00:00,2020-07-05,7,76
"QV Market-Peel St",2020-07-05 07:00:00,2020-07-05,7,24
"The Arts Centre",2020-07-05 07:00:00,2020-07-05,7,41
"St Kilda Rd-Alexandra Gardens",2020-07-05 07:00:00,2020-07-05,7,15
"Lonsdale St (South)",2020-07-05 07:00:00,2020-07-05,7,12
"Lygon St (West)",2020-07-05 07:00:00,2020-07-05,7,13
"City Square",2020-07-05 07:00:00,2020-07-05,7,NA
"Flinders St-Spring St (West)",2020-07-05 07:00:00,2020-07-05,7,NA
"Flinders St-Spark La",2020-07-05 07:00:00,2020-07-05,7,7
"Southbank",2020-07-05 07:00:00,2020-07-05,7,NA
"Queen St (West)",2020-07-05 07:00:00,2020-07-05,7,7
"Lygon St (East)",2020-07-05 07:00:00,2020-07-05,7,2
"Alfred Place",2020-07-05 07:00:00,2020-07-05,7,NA
"Lonsdale St-Spring St (West)",2020-07-05 07:00:00,2020-07-05,7,15
"Grattan St-Swanston St (West)",2020-07-05 07:00:00,2020-07-05,7,12
"Monash Rd-Swanston St (West)",2020-07-05 07:00:00,2020-07-05,7,11
"Tin Alley-Swanston St (West)",2020-07-05 07:00:00,2020-07-05,7,10
"Little Collins St-Swanston St (East)",2020-07-05 07:00:00,2020-07-05,7,23
"Flinders La-Swanston St (West)",2020-07-05 07:00:00,2020-07-05,7,147
"Pelham St (South)",2020-07-05 07:00:00,2020-07-05,7,7
"Melbourne Central-Elizabeth St (East)",2020-07-05 07:00:00,2020-07-05,7,51
"QVM-Queen St (East)",2020-07-05 07:00:00,2020-07-05,7,38
"QVM-Therry St (South)",2020-07-05 07:00:00,2020-07-05,7,31
"Faraday St-Lygon St (West)",2020-07-05 07:00:00,2020-07-05,7,23
"QVM-Franklin St (North)",2020-07-05 07:00:00,2020-07-05,7,8
"Elizabeth St-Lonsdale St (South)",2020-07-05 07:00:00,2020-07-05,7,21
"Lincoln-Swanston (W)",2020-07-05 07:00:00,2020-07-05,7,NA
"Elizabeth St-La Trobe St (East)",2020-07-05 07:00:00,2020-07-05,7,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 07:00:00,2020-07-05,7,15
"Bourke St Bridge",2020-07-05 07:00:00,2020-07-05,7,15
"Bourke St - Spencer St (North)",2020-07-05 07:00:00,2020-07-05,7,40
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 07:00:00,2020-07-05,7,2
"Flinders La-Swanston St (West) Temporary",2020-07-05 07:00:00,2020-07-05,7,NA
"RMIT Building 14",2020-07-05 07:00:00,2020-07-05,7,16
"380 Elizabeth St",2020-07-05 07:00:00,2020-07-05,7,75
"La Trobe St (North)",2020-07-05 07:00:00,2020-07-05,7,NA
"231 Bourke St",2020-07-05 07:00:00,2020-07-05,7,10
"Royal Pde - Grattan St",2020-07-05 07:00:00,2020-07-05,7,15
"Bourke Street Mall (North)",2020-07-05 08:00:00,2020-07-05,8,68
"Bourke Street Mall (South)",2020-07-05 08:00:00,2020-07-05,8,43
"Melbourne Central",2020-07-05 08:00:00,2020-07-05,8,71
"Town Hall (West)",2020-07-05 08:00:00,2020-07-05,8,98
"Princes Bridge",2020-07-05 08:00:00,2020-07-05,8,114
"Flinders Street Station Underpass",2020-07-05 08:00:00,2020-07-05,8,106
"Birrarung Marr",2020-07-05 08:00:00,2020-07-05,8,85
"Webb Bridge",2020-07-05 08:00:00,2020-07-05,8,60
"Southern Cross Station",2020-07-05 08:00:00,2020-07-05,8,25
"Victoria Point",2020-07-05 08:00:00,2020-07-05,8,7
"Waterfront City",2020-07-05 08:00:00,2020-07-05,8,13
"New Quay",2020-07-05 08:00:00,2020-07-05,8,53
"Flagstaff Station",2020-07-05 08:00:00,2020-07-05,8,NA
"Sandridge Bridge",2020-07-05 08:00:00,2020-07-05,8,116
"State Library",2020-07-05 08:00:00,2020-07-05,8,NA
"Collins St (North)",2020-07-05 08:00:00,2020-07-05,8,38
"Collins Place (South)",2020-07-05 08:00:00,2020-07-05,8,36
"Collins Place (North)",2020-07-05 08:00:00,2020-07-05,8,20
"Chinatown-Swanston St (North)",2020-07-05 08:00:00,2020-07-05,8,14
"Chinatown-Lt Bourke St (South)",2020-07-05 08:00:00,2020-07-05,8,11
"Bourke St-Russell St (West)",2020-07-05 08:00:00,2020-07-05,8,NA
"Flinders St-Elizabeth St (East)",2020-07-05 08:00:00,2020-07-05,8,251
"Spencer St-Collins St (South)",2020-07-05 08:00:00,2020-07-05,8,39
"Spencer St-Collins St (North)",2020-07-05 08:00:00,2020-07-05,8,171
"Melbourne Convention Exhibition Centre",2020-07-05 08:00:00,2020-07-05,8,175
"QV Market-Elizabeth St (West)",2020-07-05 08:00:00,2020-07-05,8,147
"QV Market-Peel St",2020-07-05 08:00:00,2020-07-05,8,53
"The Arts Centre",2020-07-05 08:00:00,2020-07-05,8,79
"St Kilda Rd-Alexandra Gardens",2020-07-05 08:00:00,2020-07-05,8,45
"Lonsdale St (South)",2020-07-05 08:00:00,2020-07-05,8,25
"Lygon St (West)",2020-07-05 08:00:00,2020-07-05,8,15
"City Square",2020-07-05 08:00:00,2020-07-05,8,NA
"Flinders St-Spring St (West)",2020-07-05 08:00:00,2020-07-05,8,NA
"Flinders St-Spark La",2020-07-05 08:00:00,2020-07-05,8,18
"Southbank",2020-07-05 08:00:00,2020-07-05,8,NA
"Queen St (West)",2020-07-05 08:00:00,2020-07-05,8,29
"Lygon St (East)",2020-07-05 08:00:00,2020-07-05,8,16
"Alfred Place",2020-07-05 08:00:00,2020-07-05,8,NA
"Lonsdale St-Spring St (West)",2020-07-05 08:00:00,2020-07-05,8,25
"Grattan St-Swanston St (West)",2020-07-05 08:00:00,2020-07-05,8,18
"Monash Rd-Swanston St (West)",2020-07-05 08:00:00,2020-07-05,8,15
"Tin Alley-Swanston St (West)",2020-07-05 08:00:00,2020-07-05,8,12
"Little Collins St-Swanston St (East)",2020-07-05 08:00:00,2020-07-05,8,49
"Flinders La-Swanston St (West)",2020-07-05 08:00:00,2020-07-05,8,189
"Pelham St (South)",2020-07-05 08:00:00,2020-07-05,8,10
"Melbourne Central-Elizabeth St (East)",2020-07-05 08:00:00,2020-07-05,8,118
"QVM-Queen St (East)",2020-07-05 08:00:00,2020-07-05,8,65
"QVM-Therry St (South)",2020-07-05 08:00:00,2020-07-05,8,60
"Faraday St-Lygon St (West)",2020-07-05 08:00:00,2020-07-05,8,52
"QVM-Franklin St (North)",2020-07-05 08:00:00,2020-07-05,8,30
"Elizabeth St-Lonsdale St (South)",2020-07-05 08:00:00,2020-07-05,8,33
"Lincoln-Swanston (W)",2020-07-05 08:00:00,2020-07-05,8,NA
"Elizabeth St-La Trobe St (East)",2020-07-05 08:00:00,2020-07-05,8,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 08:00:00,2020-07-05,8,35
"Bourke St Bridge",2020-07-05 08:00:00,2020-07-05,8,45
"Bourke St - Spencer St (North)",2020-07-05 08:00:00,2020-07-05,8,91
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 08:00:00,2020-07-05,8,9
"Flinders La-Swanston St (West) Temporary",2020-07-05 08:00:00,2020-07-05,8,NA
"RMIT Building 14",2020-07-05 08:00:00,2020-07-05,8,34
"380 Elizabeth St",2020-07-05 08:00:00,2020-07-05,8,155
"La Trobe St (North)",2020-07-05 08:00:00,2020-07-05,8,NA
"231 Bourke St",2020-07-05 08:00:00,2020-07-05,8,31
"Royal Pde - Grattan St",2020-07-05 08:00:00,2020-07-05,8,28
"Bourke Street Mall (North)",2020-07-05 09:00:00,2020-07-05,9,244
"Bourke Street Mall (South)",2020-07-05 09:00:00,2020-07-05,9,101
"Melbourne Central",2020-07-05 09:00:00,2020-07-05,9,184
"Town Hall (West)",2020-07-05 09:00:00,2020-07-05,9,240
"Princes Bridge",2020-07-05 09:00:00,2020-07-05,9,211
"Flinders Street Station Underpass",2020-07-05 09:00:00,2020-07-05,9,161
"Birrarung Marr",2020-07-05 09:00:00,2020-07-05,9,146
"Webb Bridge",2020-07-05 09:00:00,2020-07-05,9,139
"Southern Cross Station",2020-07-05 09:00:00,2020-07-05,9,62
"Victoria Point",2020-07-05 09:00:00,2020-07-05,9,16
"Waterfront City",2020-07-05 09:00:00,2020-07-05,9,29
"New Quay",2020-07-05 09:00:00,2020-07-05,9,112
"Flagstaff Station",2020-07-05 09:00:00,2020-07-05,9,NA
"Sandridge Bridge",2020-07-05 09:00:00,2020-07-05,9,166
"State Library",2020-07-05 09:00:00,2020-07-05,9,NA
"Collins St (North)",2020-07-05 09:00:00,2020-07-05,9,103
"Collins Place (South)",2020-07-05 09:00:00,2020-07-05,9,61
"Collins Place (North)",2020-07-05 09:00:00,2020-07-05,9,33
"Chinatown-Swanston St (North)",2020-07-05 09:00:00,2020-07-05,9,29
"Chinatown-Lt Bourke St (South)",2020-07-05 09:00:00,2020-07-05,9,29
"Bourke St-Russell St (West)",2020-07-05 09:00:00,2020-07-05,9,NA
"Flinders St-Elizabeth St (East)",2020-07-05 09:00:00,2020-07-05,9,448
"Spencer St-Collins St (South)",2020-07-05 09:00:00,2020-07-05,9,55
"Spencer St-Collins St (North)",2020-07-05 09:00:00,2020-07-05,9,191
"Melbourne Convention Exhibition Centre",2020-07-05 09:00:00,2020-07-05,9,362
"QV Market-Elizabeth St (West)",2020-07-05 09:00:00,2020-07-05,9,319
"QV Market-Peel St",2020-07-05 09:00:00,2020-07-05,9,107
"The Arts Centre",2020-07-05 09:00:00,2020-07-05,9,117
"St Kilda Rd-Alexandra Gardens",2020-07-05 09:00:00,2020-07-05,9,84
"Lonsdale St (South)",2020-07-05 09:00:00,2020-07-05,9,50
"Lygon St (West)",2020-07-05 09:00:00,2020-07-05,9,68
"City Square",2020-07-05 09:00:00,2020-07-05,9,NA
"Flinders St-Spring St (West)",2020-07-05 09:00:00,2020-07-05,9,NA
"Flinders St-Spark La",2020-07-05 09:00:00,2020-07-05,9,29
"Southbank",2020-07-05 09:00:00,2020-07-05,9,NA
"Queen St (West)",2020-07-05 09:00:00,2020-07-05,9,34
"Lygon St (East)",2020-07-05 09:00:00,2020-07-05,9,30
"Alfred Place",2020-07-05 09:00:00,2020-07-05,9,NA
"Lonsdale St-Spring St (West)",2020-07-05 09:00:00,2020-07-05,9,44
"Grattan St-Swanston St (West)",2020-07-05 09:00:00,2020-07-05,9,28
"Monash Rd-Swanston St (West)",2020-07-05 09:00:00,2020-07-05,9,26
"Tin Alley-Swanston St (West)",2020-07-05 09:00:00,2020-07-05,9,25
"Little Collins St-Swanston St (East)",2020-07-05 09:00:00,2020-07-05,9,75
"Flinders La-Swanston St (West)",2020-07-05 09:00:00,2020-07-05,9,296
"Pelham St (South)",2020-07-05 09:00:00,2020-07-05,9,15
"Melbourne Central-Elizabeth St (East)",2020-07-05 09:00:00,2020-07-05,9,177
"QVM-Queen St (East)",2020-07-05 09:00:00,2020-07-05,9,147
"QVM-Therry St (South)",2020-07-05 09:00:00,2020-07-05,9,113
"Faraday St-Lygon St (West)",2020-07-05 09:00:00,2020-07-05,9,86
"QVM-Franklin St (North)",2020-07-05 09:00:00,2020-07-05,9,58
"Elizabeth St-Lonsdale St (South)",2020-07-05 09:00:00,2020-07-05,9,39
"Lincoln-Swanston (W)",2020-07-05 09:00:00,2020-07-05,9,2
"Elizabeth St-La Trobe St (East)",2020-07-05 09:00:00,2020-07-05,9,NA
"Lonsdale St - Elizabeth St (North)",2020-07-05 09:00:00,2020-07-05,9,39
"Bourke St Bridge",2020-07-05 09:00:00,2020-07-05,9,39
"Bourke St - Spencer St (North)",2020-07-05 09:00:00,2020-07-05,9,126
"RMIT Bld 80 - 445 Swanston Street",2020-07-05 09:00:00,2020-07-05,9,27
"Flinders La-Swanston St (West) Temporary",2020-07-05 09:00:00,2020-07-05,9,NA
"RMIT Building 14",2020-07-05 09:00:00,2020-07-05,9,83
"380 Elizabeth St",2020-07-05 09:00:00,2020-07-05,9,312
"La Trobe St (North)",2020-07-05 09:00:00,2020-07-05,9,NA
"231 Bourke St",2020-07-05 09:00:00,2020-07-05,9,69
"Royal Pde - Grattan St",2020-07-05 09:00:00,2020-07-05,9,39
"Bourke Street Mall (North)",2020-07-05 10:00:00,2020-07-05,10,387
"Bourke Street Mall (South)",2020-07-05 10:00:00,2020-07-05,10,302
"Melbourne Central",2020-07-05 10:00:00,2020-07-05,10,238
"Town Hall (West)",2020-07-05 10:00:00,2020-07-05,10,456
"Princes Bridge",2020-07-05 10:00:00,2020-07-05,10,404
"Flinders Street Station Underpass",2020-07-05 10:00:00,2020-07-05,10,284
"Birrarung Marr",2020-07-05 10:00:00,2020-07-05,10,183
"Webb Bridge",2020-07-05 10:00:00,2020-07-05,10,203
"Southern Cross Station",2020-07-05 10:00:00,2020-07-05,10,46
"Victoria Point",2020-07-05 10:00:00,2020-07-05,10,42
"Waterfront City",2020-07-05 10:00:00,2020-07-05,10,32
"New Quay",2020-07-05 10:00:00,2020-07-05,10,157
"Flagstaff Station",2020-07-05 10:00:00,2020-07-05,10,NA
"Sandridge Bridge",2020-07-05 10:00:00,2020-07-05,10,302
"State Library",2020-07-05 10:00:00,2020-07-05,10,NA
"Collins St (North)",2020-07-05 10:00:00,2020-07-05,10,195
"Collins Place (South)",2020-07-05 10:00:00,2020-07-05,10,93
"Collins Place (North)",2020-07-05 10:00:00,2020-07-05,10,25
"Chinatown-Swanston St (North)",2020-07-05 10:00:00,2020-07-05,10,119
"Chinatown-Lt Bourke St (South)",2020-07-05 10:00:00,2020-07-05,10,69
"Bourke St-Russell St (West)",2020-07-05 10:00:00,2020-07-05,10,NA
"Flinders St-Elizabeth St (East)",2020-07-05 10:00:00,2020-07-05,10,648
"Spencer St-Collins St (South)",2020-07-05 10:00:00,2020-07-05,10,87
"Spencer St-Collins St (North)",2020-07-05 10:00:00,2020-07-05,10,295
"Melbourne Convention Exhibition Centre",2020-07-05 10:00:00,2020-07-05,10,449
"QV Market-Elizabeth St (West)",2020-07-05 10:00:00,2020-07-05,10,474
"QV Market-Peel St",2020-07-05 10:00:00,2020-07-05,10,133
"The Arts Centre",2020-07-05 10:00:00,2020-07-05,10,253
"St Kilda Rd-Alexandra Gardens",2020-07-05 10:00:00,2020-07-05,10,143
"Lonsdale St (South)",2020-07-05 10:00:00,2020-07-05,10,116
"Lygon St (West)",2020-07-05 10:00:00,2020-07-05,10,111
"City Square",2020-07-05 10:00:00,2020-07-05,10,NA
"Flinders St-Spring St (West)",2020-07-05 10:00:00,2020-07-05,10,NA
"Flinders St-Spark La",2020-07-05 10:00:00,2020-07-05,10,61
"Southbank",2020-07-05 10:00:00,2020-07-05,10,NA
"Queen St (West)",2020-07-05 10:00:00,2020-07-05,10,58
